#TRIG_ID, MET, Date, UTC, Lon, Lat, Alt, Algor, TSig, LST_Frac, LST, OS_ID
tTGF160223192, 477895006.379, 2016-02-23, 04:36:42.379000, 133.6333, -14.9833, 544.66, 119, 5.5, 0.554, 13:18, oTGF160223192b
tTGF160229127, 478407745.856, 2016-02-29, 03:02:21.856000, 45.9333, -25.2667, 535.61, 119, 5.0, 0.246, 05:54, oTGF160229127
tTGF160311670, 479405114.768, 2016-03-11, 16:05:10.768000, 26.9833, 5.75, 540.60, 43, 10.3, 0.738, 17:43, oTGF160311670
tTGF160315438, 479730626.952, 2016-03-15, 10:30:22.952000, 90.8833, 1.2333, 540.64, 119, 8.1, 0.684, 16:25, oTGF160315438
tTGF160317815, 479935992.661, 2016-03-17, 19:33:08.661000, 290.1667, 4.2833, 537.13, 116, 7.6, 0.615, 14:46, oTGF160317815
tTGF160319339, 480067694.676, 2016-03-19, 08:08:10.676000, 113.6833, -7.0667, 539.89, 119, 5.0, 0.649, 15:35, oTGF160319339
tTGF160322317, 480325019.882, 2016-03-22, 07:36:55.882000, 126.85, -18.25, 542.39, 118, 6.1, 0.665, 15:58, oTGF160322317b
tTGF160409147, 481865467.506, 2016-04-09, 03:31:03.506000, 11.2833, -2.5167, 536.94, 116, 5.6, 0.177, 04:15, oTGF160409147
tTGF160416676, 482515983.03, 2016-04-18, 16:12:59.030000, 113.3333, 1.7667, 539.41, 117, 5.8, 0.991, 23:47, oTGF160416676
tTGF160420112, 482812865.383, 2016-04-20, 02:41:01.383000, 294.5167, -0.5667, 535.84, 43, 35.3, 0.931, 22:20, oTGF160420112:oTGF160420112
tTGF160424403, 483183643.65, 2016-04-25, 09:40:39.650000, 143.7167, 5.3, 526.09, 116, 15.3, 0.804, 19:17, NULL
tTGF160426457, 483361076.245, 2016-04-26, 10:57:52.245000, 136.9, -8.05, 529.03, 117, 5.1, 0.839, 20:08, oTGF160426457
tTGF160429530, 483626591.282, 2016-04-30, 12:43:07.282000, 272.95, 10.8, 539.32, 116, 7.2, 0.290, 06:58, oTGF160429530
tTGF160430349, 483697332.361, 2016-04-30, 08:22:08.361000, 117.2333, 5.1667, 523.69, 119, 6.8, 0.676, 16:14, oTGF160430349
tTGF160501445, 483792088.65, 2016-05-02, 10:41:24.650000, 287.2333, 10.3, 540.29, 119, 5.1, 0.245, 05:53, oTGF160501445
tTGF160501904, 483831712.596, 2016-05-02, 21:41:48.596000, 99.6333, 1.6667, 540.15, 118, 6.4, 0.183, 04:23, oTGF160501904
tTGF160502402, 483874697.576, 2016-05-02, 09:38:13.576000, 106.8833, -6.45, 525.26, 43, 8.4, 0.701, 16:49, oTGF160502402
tTGF160502599, 483891723.64, 2016-05-02, 14:21:59.640000, 28.7833, -3.85, 525.29, 119, 7.3, 0.681, 16:20, oTGF160502599
tTGF160503887, 484003013.643, 2016-05-03, 21:16:49.643000, 94.7, 3.7, 538.54, 43, 9.4, 0.152, 03:39, oTGF160503887a
tTGF160504475, 484053842.536, 2016-05-04, 11:23:58.536000, 207.4167, -10.5667, 535.85, 116, 6.8, 0.053, 01:17, oTGF160504475
tTGF160504738, 484076594.289, 2016-05-04, 17:43:10.289000, 105.8833, -12.5167, 535.21, 117, 6.1, 0.035, 00:50, oTGF160504738
tTGF160505869, 484174259.887, 2016-05-05, 20:50:55.887000, 86.9, 4.2667, 535.95, 119, 6.2, 0.112, 02:42, oTGF160505869
tTGF160507324, 484299979.533, 2016-05-07, 07:46:15.533000, 280.65, 8.35, 534.75, 119, 5.8, 0.106, 02:32, oTGF160507324
tTGF160510196, 484548158.045, 2016-05-10, 04:42:34.045000, 118.3167, -5.7167, 536.14, 43, 23.2, 0.527, 12:39, oTGF160510196
tTGF160519606, 485361195.988, 2016-05-19, 14:33:11.988000, 61.3167, -1.85, 527.79, 117, 6.1, 0.779, 18:42, oTGF160519606
tTGF160523402, 485689105.729, 2016-05-23, 09:38:21.729000, 270.3333, 8.8833, 527.67, 118, 4.9, 0.155, 03:43, oTGF160523402
tTGF160524228, 485760531.825, 2016-05-24, 05:28:47.825000, 150.75, -6.8833, 538.01, 119, 5.3, 0.649, 15:35, oTGF160524228
tTGF160526349, 485943794.157, 2016-05-26, 08:23:10.157000, 126.35, 9.7833, 533.73, 119, 5.3, 0.702, 16:51, oTGF160526349
tTGF160602038, 486521650.05, 2016-06-02, 00:54:06.050000, 279.35, 23.7167, 532.62, 119, 7.6, 0.815, 19:34, oTGF160602038
tTGF160607387, 486983822.393, 2016-06-07, 09:16:58.393000, 103.2, 24.8667, 540.52, 116, 6.1, 0.674, 16:11, oTGF160607387a
tTGF160607461, 486990242.154, 2016-06-07, 11:03:58.154000, 122.0, 13.0833, 535.76, 117, 6.2, 0.801, 19:13, oTGF160607461a:oTGF160607461b
tTGF160608977, 487121244.406, 2016-06-09, 23:27:20.406000, 267.8, 18.8833, 539.36, 119, 7.9, 0.722, 17:19, oTGF160608977
tTGF160610967, 487293130.188, 2016-06-10, 23:12:06.188000, 295.6667, 2.8667, 538.23, 116, 5.8, 0.788, 18:55, oTGF160610967
tTGF160614507, 487598984.568, 2016-06-14, 12:09:40.568000, 283.05, 10.7, 524.41, 116, 7.5, 0.293, 07:01, oTGF160614507
tTGF160619788, 488055279.487, 2016-06-20, 18:54:35.487000, 123.4333, 2.9, 525.62, 50, 8.5, 0.130, 03:07, oTGF160619788
tTGF160622824, 488317638.861, 2016-06-22, 19:47:14.861000, 76.3333, -1.95, 532.73, 119, 5.1, 0.035, 00:50, oTGF160622824
tTGF160623040, 488336237.638, 2016-06-23, 00:57:13.638000, 89.8833, 25.4667, 523.48, 119, 4.9, 0.288, 06:55, oTGF160623040
tTGF160625273, 488529229.822, 2016-06-25, 06:33:45.822000, 279.6667, 9.2333, 531.89, 119, 6.1, 0.048, 01:10, oTGF160625273
tTGF160627610, 488731116.828, 2016-06-27, 14:38:32.828000, 278.85, 9.85, 523.00, 43, 8.2, 0.382, 09:11, oTGF160627610
tTGF160701438, 489061879.945, 2016-07-01, 10:31:15.945000, 294.9667, 16.0667, 525.36, 116, 7.9, 0.255, 06:07, oTGF160701438
tTGF160704661, 489340335.853, 2016-07-04, 15:52:11.853000, 108.45, 22.7833, 539.87, 116, 8.0, 0.959, 23:01, oTGF160704661
tTGF160711992, 489973681.973, 2016-07-12, 23:47:57.973000, 281.5333, 20.3667, 534.02, 119, 5.2, 0.770, 18:28, oTGF160711992a
tTGF160722829, 490910016.115, 2016-07-22, 19:53:32.115000, 278.0833, 24.6667, 523.39, 119, 5.3, 0.597, 14:19, oTGF160722829
tTGF160726932, 491264519.187, 2016-07-26, 22:21:55.187000, 254.15, 22.9667, 523.08, 118, 5.7, 0.633, 15:12, oTGF160726932
