#TRIG_ID, MET, Date, UTC, Lon, Lat, Alt, Algor, TSig, LST_Frac, LST, OS_ID
tTGF080807357, 239790805.191042, 2008-08-07, 08:33:24.191042, 253.0069, +15.3956, 551.48, 43, 0.0, 0.055, 01:20, oTGF080807357
tTGF080828449, 241613191.271448, 2008-08-28, 10:46:30.271448, 87.7133, +23.7713, 542.51, 43, 0.0, 0.692, 16:36, oTGF080828449
tTGF081001392, 244545885.927230, 2008-10-01, 09:24:44.927230, 162.6727, +10.5348, 540.10, 43, 0.0, 0.851, 20:26, oTGF081001392
tTGF081006797, 245012891.745324, 2008-10-06, 19:08:10.745324, 159.7019, -12.5054, 553.22, 43, 8.4, 0.249, 05:59, oTGF081006797
tTGF081025691, 246645286.557752, 2008-10-25, 16:34:45.557752, 26.8674, -1.1309, 558.55, 1, 10.5, 0.777, 18:38, oTGF081025691
tTGF081113322, 248255045.238298, 2008-11-13, 07:44:04.238298, 7.3250, +2.9078, 539.86, 50, 9.0, 0.354, 08:29, oTGF081113322
tTGF081123874, 249166723.331554, 2008-11-23, 20:58:42.331554, 129.8770, -16.0392, 552.68, 43, 9.0, 0.244, 05:52, oTGF081123874
tTGF081223051, 251687595.665124, 2008-12-23, 01:13:14.665124, 203.3275, -17.0180, 548.44, 43, 8.7, 0.616, 14:47, oTGF081223051
tTGF090203356, 255342766.380242, 2009-02-03, 08:32:44.380242, 125.8599, -16.7935, 563.40, 43, 8.8, 0.696, 16:42, oTGF090203356
tTGF090510498, 263649437.985436, 2009-05-10, 11:57:15.985436, 24.0762, -5.2839, 556.39, 43, 8.9, 0.567, 13:37, oTGF090510498
tTGF090522190, 264659628.890568, 2009-05-22, 04:33:46.890568, 167.1102, -19.2105, 557.72, 43, 8.7, 0.657, 15:46, oTGF090522190
tTGF090627274, 267777290.325250, 2009-06-27, 06:34:48.325250, 281.7990, +8.1535, 554.56, 43, 8.8, 0.055, 01:19, oTGF090627274c
tTGF090808739, 271446248.096946, 2009-08-08, 17:44:06.096946, 301.0571, +3.8178, 557.83, 43, 10.2, 0.571, 13:43, oTGF090808739a
tTGF090813215, 271833016.790074, 2009-08-13, 05:10:14.790074, 278.2841, -2.2039, 547.75, 43, 23.4, 0.985, 23:39, oTGF090813215
tTGF090828147, 273123112.217748, 2009-08-28, 03:31:50.217748, 252.8429, +22.7886, 559.06, 43, 8.7, 0.849, 20:22, oTGF090828147
tTGF091116633, 280077133.150782, 2009-11-16, 15:12:11.150782, 123.1092, +3.9176, 546.69, 43, 8.0, 0.986, 23:40, oTGF091116633
tTGF091118985, 280280333.984956, 2009-11-18, 23:38:51.984956, 148.8205, +0.6226, 545.42, 119, 5.6, 0.409, 09:49, oTGF091118985
tTGF091130219, 281250934.980584, 2009-11-30, 05:15:32.980584, 132.5964, -12.0937, 552.04, 119, 7.1, 0.595, 14:17, oTGF091130219
tTGF091130288, 281256905.220904, 2009-11-30, 06:55:03.220904, 121.2229, -5.9131, 552.99, 119, 6.4, 0.633, 15:11, oTGF091130288
tTGF091211599, 282234171.438494, 2009-12-11, 14:22:49.438494, 130.4487, -7.6722, 560.64, 119, 5.4, 0.966, 23:11, oTGF091211599
tTGF091213783, 282422850.802632, 2009-12-13, 18:47:28.802632, 26.3577, +2.2744, 556.56, 117, 6.1, 0.860, 20:39, oTGF091213783
tTGF091213876, 282430912.479642, 2009-12-13, 21:01:50.479642, 140.6042, -15.8433, 550.96, 116, 6.0, 0.271, 06:30, oTGF091213876
tTGF091213945, 282436825.106924, 2009-12-13, 22:40:23.106924, 126.4843, -11.5420, 547.95, 43, 12.7, 0.300, 07:12, oTGF091213945
tTGF091214495, 282484409.829662, 2009-12-14, 11:53:27.829662, 31.4127, +25.4777, 541.71, 43, 9.8, 0.586, 14:04, oTGF091214495
tTGF091221677, 283104876.970184, 2009-12-21, 16:14:34.970184, 20.5463, -5.8380, 546.55, 119, 5.7, 0.735, 17:39, oTGF091221677
tTGF091224757, 283371023.683796, 2009-12-24, 18:10:21.683796, 133.7235, -0.8876, 559.13, 119, 8.4, 0.129, 03:05, oTGF091224757
tTGF091227540, 283611494.322114, 2009-12-27, 12:58:12.322114, 182.4701, -4.6218, 559.24, 117, 5.3, 0.046, 01:07, oTGF091227540
tTGF091227801, 283633990.596056, 2009-12-27, 19:13:08.596056, 62.2422, -15.1478, 558.73, 43, 8.4, 0.973, 23:21, oTGF091227801
tTGF100103431, 284206838.169226, 2010-01-03, 10:20:36.169226, 142.1920, -15.8969, 546.44, 116, 8.2, 0.823, 19:45, oTGF100103431
tTGF100104563, 284304652.233714, 2010-01-04, 13:30:50.233714, 110.8937, -5.3418, 545.64, 119, 5.7, 0.868, 20:49, oTGF100104563
tTGF100110328, 284802754.506562, 2010-01-10, 07:52:32.506562, 133.1263, -13.1602, 543.33, 116, 6.4, 0.693, 16:38, oTGF100110328
tTGF100125883, 286146698.123060, 2010-01-25, 21:11:36.123060, 24.9002, -1.3534, 540.07, 117, 5.0, 0.944, 22:39, oTGF100125883
tTGF100129593, 286467270.550726, 2010-01-29, 14:14:28.550726, 86.8589, +5.1323, 542.02, 119, 5.0, 0.826, 19:49, oTGF100129593
tTGF100202802, 286830870.039888, 2010-02-02, 19:14:28.039888, 149.3321, -9.6471, 548.89, 119, 5.7, 0.207, 04:58, oTGF100202802
tTGF100203793, 286916546.710500, 2010-02-03, 19:02:24.710500, 129.4745, -15.7424, 546.45, 118, 5.2, 0.143, 03:26, oTGF100203793a
tTGF100207843, 287266468.247782, 2010-02-07, 20:14:26.247782, 107.6106, -4.0412, 541.69, 50, 9.3, 0.132, 03:11, oTGF100207843
tTGF100208349, 287310138.994640, 2010-02-08, 08:22:16.994640, 142.3216, -14.3535, 555.93, 119, 6.7, 0.734, 17:37, oTGF100208349
tTGF100210761, 287518558.550044, 2010-02-10, 18:15:56.550044, 116.0823, -3.3771, 540.14, 117, 5.0, 0.074, 01:46, oTGF100210761
tTGF100214868, 287873431.660198, 2010-02-14, 20:50:29.660198, 27.7810, -11.5022, 548.15, 119, 7.3, 0.936, 22:27, oTGF100214868
tTGF100216663, 288028520.709570, 2010-02-16, 15:55:18.709570, 111.4891, -0.5810, 544.87, 118, 5.7, 0.963, 23:07, oTGF100216663
tTGF100218518, 288188741.133716, 2010-02-18, 12:25:39.133716, 139.1238, -5.5739, 551.21, 116, 5.8, 0.895, 21:28, oTGF100218518
tTGF100223288, 288600866.611804, 2010-02-23, 06:54:24.611804, 165.2542, -14.1703, 562.32, 117, 5.2, 0.738, 17:42, oTGF100223288
tTGF100225345, 288778568.232526, 2010-02-25, 08:16:06.232526, 135.6527, -11.4682, 561.59, 119, 7.6, 0.712, 17:06, oTGF100225345
tTGF100225374, 288781074.545288, 2010-02-25, 08:57:52.545288, 283.0860, +19.3705, 540.15, 119, 5.7, 0.151, 03:37, oTGF100225374
tTGF100226338, 288864420.034852, 2010-02-26, 08:06:58.034852, 125.6371, -13.3642, 561.37, 119, 6.2, 0.678, 16:17, oTGF100226338
tTGF100303848, 289340477.550106, 2010-03-03, 20:21:15.550106, 292.7777, +1.8050, 555.53, 119, 6.1, 0.653, 15:40, oTGF100303848
tTGF100304842, 289426375.044548, 2010-03-04, 20:12:53.044548, 285.3565, +0.9200, 553.70, 117, 6.3, 0.627, 15:03, oTGF100304842
tTGF100305806, 289509676.389138, 2010-03-05, 19:21:14.389138, 124.0840, -7.1875, 545.73, 119, 4.9, 0.143, 03:26, oTGF100305806
tTGF100327513, 291385166.610698, 2010-03-27, 12:19:24.610698, 205.1937, -9.8581, 560.96, 119, 7.0, 0.080, 01:55, oTGF100327513
tTGF100331421, 291722736.414486, 2010-03-31, 10:05:34.414486, 183.2603, -19.1854, 558.87, 119, 7.0, 0.927, 22:14, oTGF100331421
tTGF100409543, 292510904.380070, 2010-04-09, 13:01:42.380070, 278.0168, +8.0548, 555.40, 119, 5.3, 0.314, 07:32, oTGF100409543
tTGF100411366, 292668430.738222, 2010-04-11, 08:47:08.738222, 147.0970, -8.2767, 541.95, 117, 5.1, 0.774, 18:34, oTGF100411366
tTGF100411433, 292674204.846774, 2010-04-11, 10:23:22.846774, 125.1515, -7.0818, 541.81, 117, 6.2, 0.780, 18:43, oTGF100411433
tTGF100414253, 292917883.295036, 2010-04-14, 06:04:41.295036, 0.2908, +1.2974, 558.97, 116, 8.0, 0.254, 06:05, oTGF100414253
tTGF100420086, 293421845.905902, 2010-04-20, 02:04:03.905902, 7.0010, +5.3221, 552.38, 119, 11.5, 0.106, 02:33, oTGF100420086a
tTGF100426657, 293989565.955348, 2010-04-26, 15:46:03.955348, 144.7273, -10.5855, 548.51, 118, 5.2, 0.061, 01:27, oTGF100426657a
tTGF100429003, 294192236.604116, 2010-04-29, 00:03:54.604116, 142.2866, -8.0431, 560.67, 117, 5.4, 0.400, 09:36, oTGF100429003
tTGF100501128, 294375834.428774, 2010-05-01, 03:03:52.428774, 97.1592, -0.3729, 559.21, 119, 6.3, 0.400, 09:35, oTGF100501128
tTGF100501559, 294413067.376176, 2010-05-01, 13:24:25.376176, 118.6327, +0.4016, 539.44, 117, 6.5, 0.890, 21:22, oTGF100501559
tTGF100506728, 294859694.876934, 2010-05-06, 17:28:12.876934, 6.4360, +5.7529, 547.01, 119, 5.2, 0.748, 17:57, oTGF100506728
tTGF100509238, 295076532.289116, 2010-05-09, 05:42:10.289116, 111.4569, +23.3846, 558.33, 118, 6.0, 0.550, 13:12, oTGF100509238
tTGF100513287, 295426415.245144, 2010-05-13, 06:53:33.245144, 90.9504, +15.5729, 558.28, 116, 8.4, 0.542, 13:01, oTGF100513287
tTGF100514458, 295527614.664942, 2010-05-14, 11:00:12.664942, 255.2672, +9.1406, 541.60, 119, 5.3, 0.170, 04:05, oTGF100514458
tTGF100515316, 295601707.800104, 2010-05-15, 07:35:05.800104, 278.2831, -0.9821, 539.78, 43, 19.2, 0.092, 02:12, oTGF100515316
tTGF100520294, 296031818.535632, 2010-05-20, 07:03:36.535632, 274.8785, +11.5703, 538.90, 119, 5.6, 0.060, 01:27, oTGF100520294
tTGF100604105, 297311477.268028, 2010-06-04, 02:31:15.268028, 11.0298, +5.8238, 541.76, 119, 6.6, 0.137, 03:17, oTGF100604105
tTGF100606292, 297500427.336114, 2010-06-06, 07:00:25.336114, 281.6750, +8.2087, 546.10, 116, 6.5, 0.075, 01:49, oTGF100606292a
tTGF100609597, 297786019.113930, 2010-06-09, 14:20:17.113930, 94.1150, +24.3274, 558.57, 117, 5.8, 0.859, 20:37, oTGF100609597
tTGF100610132, 297832204.417408, 2010-06-10, 03:10:02.417408, 281.0865, +19.1324, 557.01, 117, 5.6, 0.913, 21:55, oTGF100610132
tTGF100610202, 297838234.623898, 2010-06-10, 04:50:32.623898, 273.9034, +12.5517, 554.85, 116, 6.1, 0.963, 23:07, oTGF100610202
tTGF100616900, 298416958.405580, 2010-06-16, 21:35:56.405580, 339.7590, +8.7361, 557.70, 117, 5.1, 0.843, 20:14, oTGF100616900
tTGF100617497, 298468513.215612, 2010-06-17, 11:55:11.215612, 120.2800, +8.7655, 557.24, 116, 5.7, 0.830, 19:55, oTGF100617497
tTGF100620337, 298713876.415000, 2010-06-20, 08:04:34.415000, 94.7906, +25.3818, 544.37, 116, 6.1, 0.599, 14:22, oTGF100620337
tTGF100620481, 298726384.488748, 2010-06-20, 11:33:02.488748, 108.0717, +6.3466, 554.27, 116, 6.5, 0.780, 18:44, oTGF100620481
tTGF100624394, 299064444.989708, 2010-06-24, 09:27:22.989708, 113.9882, +4.1206, 548.01, 116, 7.1, 0.709, 17:01, oTGF100624394
tTGF100701753, 299700246.095708, 2010-07-01, 18:04:04.095708, 284.6535, +5.6279, 538.81, 116, 7.2, 0.541, 12:59, oTGF100701753
tTGF100701793, 299703675.963702, 2010-07-01, 19:01:13.963702, 122.1788, +9.4549, 556.53, 43, 9.1, 0.129, 03:06, oTGF100701793
tTGF100702649, 299777644.250168, 2010-07-02, 15:34:02.250168, 138.8326, -3.9338, 559.58, 118, 5.2, 0.031, 00:45, oTGF100702649
tTGF100705663, 300038067.651966, 2010-07-05, 15:54:25.651966, 277.7450, +9.7109, 542.96, 118, 5.9, 0.431, 10:21, oTGF100705663
tTGF100713095, 300680205.393162, 2010-07-13, 02:16:43.393162, 96.4272, -5.2025, 552.98, 43, 8.4, 0.359, 08:37, oTGF100713095
tTGF100713481, 300713544.684116, 2010-07-13, 11:32:22.684116, 253.8708, +20.1293, 558.24, 116, 8.3, 0.182, 04:22, oTGF100713481
tTGF100716443, 300969487.300492, 2010-07-16, 10:38:05.300492, 125.1605, +5.2027, 540.44, 119, 5.9, 0.787, 18:53, oTGF100716443
tTGF100724934, 301703138.696012, 2010-07-24, 22:25:36.696012, 266.9245, +15.5290, 540.55, 119, 6.0, 0.671, 16:07, oTGF100724934b
tTGF100726397, 301829534.308034, 2010-07-26, 09:32:12.308034, 112.5724, +22.4127, 540.17, 119, 5.0, 0.706, 16:56, oTGF100726397
tTGF100728940, 302049181.883838, 2010-07-28, 22:32:59.883838, 23.7968, -2.3321, 545.32, 119, 4.9, 0.001, 00:02, oTGF100728940
tTGF100819608, 303921359.426242, 2010-08-19, 14:35:57.426242, 276.0464, +21.4688, 552.46, 119, 6.3, 0.373, 08:57, oTGF100819608
tTGF100826543, 304520497.701372, 2010-08-26, 13:01:35.701372, 98.2196, -10.4574, 555.16, 117, 8.1, 0.814, 19:33, oTGF100826543
tTGF100829230, 304752672.768510, 2010-08-29, 05:31:10.768510, 20.6975, +5.6597, 541.91, 119, 5.9, 0.287, 06:53, oTGF100829230
tTGF100901124, 305002750.626280, 2010-09-01, 02:59:08.626280, 268.1048, +17.1175, 551.71, 119, 5.5, 0.869, 20:51, oTGF100901124
tTGF100901312, 305018980.092064, 2010-09-01, 07:29:38.092064, 143.5878, -7.3304, 560.24, 119, 7.9, 0.711, 17:04, oTGF100901312
tTGF100903902, 305242730.892660, 2010-09-03, 21:38:48.892660, 291.0328, +2.0389, 558.77, 119, 5.0, 0.711, 17:04, oTGF100903902
tTGF100905058, 305342607.481132, 2010-09-05, 01:23:25.481132, 24.9196, +7.8847, 540.49, 1, 7.8, 0.128, 03:04, oTGF100905058
tTGF100905109, 305347030.082666, 2010-09-05, 02:37:08.082666, 281.1139, +25.1907, 553.73, 119, 4.7, 0.891, 21:23, oTGF100905109
tTGF100909539, 305729787.161530, 2010-09-09, 12:56:25.161530, 26.6989, +6.1531, 554.20, 118, 8.0, 0.615, 14:46, oTGF100909539
tTGF100911473, 305896841.181744, 2010-09-11, 11:20:39.181744, 93.9175, +24.4932, 558.23, 116, 5.7, 0.736, 17:40, oTGF100911473
tTGF100912943, 306023883.060150, 2010-09-12, 22:38:01.060150, 341.8625, +17.2552, 556.98, 117, 5.8, 0.895, 21:29, oTGF100912943
tTGF100918375, 306493191.739534, 2010-09-18, 08:59:49.739534, 117.8977, +23.8973, 553.87, 117, 5.9, 0.706, 16:57, oTGF100918375
tTGF100920577, 306683492.456478, 2010-09-20, 13:51:30.456478, 104.4106, -4.6483, 559.64, 118, 5.2, 0.872, 20:56, oTGF100920577
tTGF100920971, 306717496.814938, 2010-09-20, 23:18:14.814938, 298.9949, +5.2555, 556.85, 116, 5.6, 0.806, 19:21, oTGF100920971
tTGF100921730, 306783112.388344, 2010-09-21, 17:31:50.388344, 184.3441, -12.1023, 546.36, 117, 5.3, 0.247, 05:56, oTGF100921730
tTGF100923429, 306929906.197056, 2010-09-23, 10:18:24.197056, 141.3072, -7.2727, 558.71, 119, 5.1, 0.827, 19:51, oTGF100923429
tTGF100925319, 307093176.328058, 2010-09-25, 07:39:34.328058, 346.9399, +7.5057, 542.41, 119, 6.9, 0.289, 06:56, oTGF100925319
tTGF100927333, 307267191.533904, 2010-09-27, 07:59:49.533904, 106.7812, +10.9897, 543.42, 117, 5.1, 0.636, 15:16, oTGF100927333
tTGF100927599, 307290196.560340, 2010-09-27, 14:23:14.560340, 14.2431, +8.6370, 544.01, 116, 6.6, 0.645, 15:29, oTGF100927599
tTGF100928901, 307402640.329698, 2010-09-28, 21:37:18.329698, 117.8162, +11.0127, 547.19, 116, 9.5, 0.235, 05:38, oTGF100928901
tTGF101002507, 307714200.548154, 2010-10-02, 12:09:58.548154, 16.0542, +5.7147, 539.02, 119, 6.3, 0.559, 13:25, oTGF101002507
tTGF101003735, 307820296.547176, 2010-10-03, 17:38:14.547176, 111.3646, -2.4648, 559.16, 50, 9.1, 0.052, 01:15, oTGF101003735
tTGF101007410, 308137789.123656, 2010-10-07, 09:49:47.123656, 355.4353, +13.4500, 543.45, 119, 6.0, 0.405, 09:44, oTGF101007410
tTGF101009134, 308286814.059132, 2010-10-09, 03:13:32.059132, 86.5519, +11.2457, 545.67, 119, 4.9, 0.384, 09:12, oTGF101009134
tTGF101012231, 308554353.847264, 2010-10-12, 05:32:31.847264, 276.7888, +18.6392, 556.31, 117, 4.9, 0.009, 00:13, oTGF101012231
tTGF101022830, 309470113.808150, 2010-10-22, 19:55:11.808150, 294.6756, +0.0759, 540.18, 118, 6.3, 0.659, 15:49, oTGF101022830a
tTGF101025783, 309725221.094594, 2010-10-25, 18:46:59.094594, 120.7548, -5.7257, 556.74, 119, 5.6, 0.129, 03:06, oTGF101025783
tTGF101026710, 309805365.580384, 2010-10-26, 17:02:43.580384, 136.8208, -4.4086, 554.59, 116, 6.3, 0.101, 02:26, oTGF101026710
tTGF101114700, 311446064.028266, 2010-11-14, 16:47:42.028266, 150.1205, -6.8605, 544.79, 118, 5.2, 0.128, 03:04, oTGF101114700
tTGF101115695, 311532018.917442, 2010-11-15, 16:40:16.917442, 146.1732, -5.9926, 543.34, 119, 6.1, 0.111, 02:40, oTGF101115695
tTGF101118249, 311752738.805076, 2010-11-18, 05:58:56.805076, 117.3711, +0.9597, 557.35, 116, 8.1, 0.586, 14:03, oTGF101118249
tTGF101123225, 312182637.855512, 2010-11-23, 05:23:55.855512, 104.3665, -6.9567, 559.89, 119, 4.9, 0.524, 12:35, oTGF101123225
tTGF101124661, 312306690.253256, 2010-11-24, 15:51:28.253256, 172.5873, +24.4947, 539.99, 119, 5.3, 0.149, 03:35, oTGF101124661
tTGF101127992, 312594497.884346, 2010-11-27, 23:48:15.884346, 119.5078, +8.1643, 546.61, 118, 4.9, 0.332, 07:59, oTGF101127992
tTGF101128617, 312648479.013606, 2010-11-28, 14:47:57.013606, 43.2048, -18.4649, 560.35, 119, 5.5, 0.745, 17:53, oTGF101128617
tTGF101205250, 313221578.144020, 2010-12-05, 05:59:36.144020, 141.9514, -11.8701, 561.08, 116, 5.9, 0.651, 15:37, oTGF101205250
tTGF101206347, 313316378.018606, 2010-12-06, 08:19:36.018606, 295.1564, +4.4075, 538.66, 119, 4.7, 0.173, 04:09, oTGF101206347
tTGF101208234, 313479421.786532, 2010-12-08, 05:36:59.786532, 129.3562, -9.8004, 558.37, 43, 9.4, 0.599, 14:23, oTGF101208234
tTGF101213283, 313915633.032952, 2010-12-13, 06:47:11.032952, 123.4371, +13.3607, 555.11, 116, 6.5, 0.630, 15:07, oTGF101213283
tTGF101217050, 314241125.114396, 2010-12-17, 01:12:03.114396, 119.9615, -12.8723, 543.22, 118, 5.6, 0.386, 09:16, oTGF101217050
tTGF101219539, 314456168.374722, 2010-12-19, 12:56:06.374722, 118.8479, +6.7423, 557.52, 116, 6.9, 0.871, 20:54, oTGF101219539
tTGF101226778, 315081646.401540, 2010-12-26, 18:40:44.401540, 43.0911, -20.8143, 563.95, 119, 7.5, 0.898, 21:32, oTGF101226778
tTGF101230452, 315399040.150104, 2010-12-30, 10:50:38.150104, 280.6814, +9.6388, 544.66, 117, 4.8, 0.230, 05:31, oTGF101230452
tTGF101230684, 315419107.703988, 2010-12-30, 16:25:05.703988, 16.7848, -10.2993, 554.28, 116, 7.1, 0.729, 17:30, oTGF101230684
tTGF101231632, 315501008.020098, 2010-12-31, 15:10:06.020098, 140.3371, -19.0365, 562.35, 119, 5.7, 0.020, 00:28, oTGF101231632
tTGF110101344, 315562532.245794, 2011-01-01, 08:15:30.245794, 139.7487, -15.6547, 554.72, 119, 5.3, 0.730, 17:31, oTGF110101344
tTGF110105512, 315922657.818588, 2011-01-05, 12:17:35.818588, 4.1067, +3.5526, 538.86, 119, 5.8, 0.520, 12:29, oTGF110105512
tTGF110110709, 316371632.177064, 2011-01-10, 17:00:30.177064, 33.0952, -19.6163, 553.61, 116, 5.6, 0.795, 19:05, oTGF110110709
tTGF110112416, 316519106.994478, 2011-01-12, 09:58:24.994478, 28.2083, -15.5422, 543.40, 116, 7.0, 0.488, 11:43, oTGF110112416
tTGF110119456, 317127379.294700, 2011-01-19, 10:56:17.294700, 33.4230, -24.4768, 547.45, 117, 5.3, 0.541, 12:59, oTGF110119456
tTGF110123577, 317483416.718352, 2011-01-23, 13:50:14.718352, 14.5837, -6.7808, 541.19, 119, 5.0, 0.609, 14:37, oTGF110123577
tTGF110125162, 317620365.267658, 2011-01-25, 03:52:43.267658, 120.2731, -19.0130, 550.99, 119, 5.9, 0.487, 11:42, oTGF110125162
tTGF110202888, 318374312.889486, 2011-02-02, 21:18:30.889486, 14.5227, +1.1944, 542.42, 119, 6.1, 0.919, 22:03, oTGF110202888
tTGF110212898, 319239172.730208, 2011-02-12, 21:32:50.730208, 290.0912, +2.7820, 544.67, 119, 5.7, 0.694, 16:39, oTGF110212898
tTGF110218834, 319752056.140782, 2011-02-18, 20:00:54.140782, 100.7533, +3.7375, 543.21, 119, 5.9, 0.104, 02:30, oTGF110218834
tTGF110222468, 320066074.944664, 2011-02-22, 11:14:32.944664, 143.8925, -20.9383, 547.33, 119, 4.6, 0.859, 20:37, oTGF110222468
tTGF110309228, 321341298.094750, 2011-03-09, 05:28:16.094750, 343.2363, +2.8220, 538.86, 116, 8.1, 0.174, 04:11, oTGF110309228
tTGF110310755, 321473214.848388, 2011-03-10, 18:06:52.848388, 151.8146, -2.0005, 539.19, 118, 8.7, 0.169, 04:04, oTGF110310755
tTGF110312176, 321596039.821842, 2011-03-12, 04:13:57.821842, 150.6601, -6.7730, 558.46, 118, 7.3, 0.588, 14:07, oTGF110312176
tTGF110315661, 321897111.205924, 2011-03-15, 15:51:49.205924, 149.8520, -3.0339, 542.42, 116, 9.0, 0.071, 01:42, oTGF110315661
tTGF110315738, 321903757.498244, 2011-03-15, 17:42:35.498244, 177.7471, -23.1390, 544.78, 116, 5.4, 0.225, 05:25, oTGF110315738a
tTGF110326802, 322859724.332296, 2011-03-26, 19:15:22.332296, 33.3203, -12.2485, 559.97, 119, 5.8, 0.891, 21:23, oTGF110326802
tTGF110405618, 323707792.629704, 2011-04-05, 14:49:50.629704, 47.0806, -20.2804, 558.34, 116, 8.1, 0.747, 17:55, oTGF110405618
tTGF110405773, 323721225.477462, 2011-04-05, 18:33:43.477462, 116.9687, -1.2688, 553.52, 117, 5.5, 0.096, 02:19, oTGF110405773
tTGF110410216, 324105023.043518, 2011-04-10, 05:10:21.043518, 286.3724, +0.1468, 558.08, 43, 13.2, 0.010, 00:14, oTGF110410216
tTGF110501663, 325958080.739458, 2011-05-01, 15:54:38.739458, 152.0023, -6.0376, 556.93, 117, 5.7, 0.087, 02:06, oTGF110501663
tTGF110503751, 326138459.084820, 2011-05-03, 18:00:57.084820, 281.9812, +4.9441, 543.83, 117, 5.1, 0.536, 12:52, oTGF110503751
tTGF110507128, 326430292.662854, 2011-05-07, 03:04:50.662854, 104.9749, -2.2198, 553.70, 116, 6.4, 0.422, 10:08, oTGF110507128
tTGF110512178, 326866611.060306, 2011-05-12, 04:16:49.060306, 110.2300, +22.1243, 551.64, 118, 5.1, 0.487, 11:41, oTGF110512178
tTGF110512961, 326934269.133668, 2011-05-12, 23:04:27.133668, 118.4293, -2.9514, 558.41, 116, 7.2, 0.293, 07:02, oTGF110512961
tTGF110514816, 327094492.040012, 2011-05-14, 19:34:50.040012, 148.4488, -6.7183, 557.06, 117, 5.1, 0.231, 05:32, oTGF110514816
tTGF110516304, 327223029.849074, 2011-05-16, 07:17:07.849074, 121.9749, +14.8798, 545.29, 118, 5.1, 0.645, 15:29, oTGF110516304
tTGF110521783, 327696430.034186, 2011-05-21, 18:47:08.034186, 139.1839, +8.6986, 548.48, 119, 8.2, 0.172, 04:07, oTGF110521783
tTGF110522841, 327787887.467618, 2011-05-22, 20:11:25.467618, 99.6246, +3.9637, 544.97, 118, 5.8, 0.120, 02:53, oTGF110522841
tTGF110601852, 328652810.235090, 2011-06-01, 20:26:48.235090, 24.1804, +6.7488, 539.63, 116, 6.6, 0.921, 22:06, oTGF110601852
tTGF110606097, 329019601.742110, 2011-06-06, 02:19:59.742110, 277.5382, +13.0371, 543.83, 119, 7.3, 0.869, 20:52, oTGF110606097
tTGF110616305, 329901555.041996, 2011-06-16, 07:19:13.041996, 121.6958, +12.1812, 556.93, 43, 12.8, 0.643, 15:25, oTGF110616305
tTGF110617920, 330041115.105050, 2011-06-17, 22:05:13.105050, 24.2638, +7.9884, 544.79, 119, 5.2, 0.987, 23:41, oTGF110617920
tTGF110619780, 330201782.192432, 2011-06-19, 18:43:00.192432, 77.8749, -0.2435, 545.89, 116, 8.0, 0.995, 23:53, oTGF110619780
tTGF110625403, 330687597.395754, 2011-06-25, 09:39:55.395754, 110.3702, +22.5472, 556.81, 119, 12.3, 0.708, 16:59, oTGF110625403
tTGF110625474, 330693748.487084, 2011-06-25, 11:22:26.487084, 111.0007, +14.5571, 557.06, 1, 10.7, 0.780, 18:44, oTGF110625474
tTGF110701642, 331226669.154832, 2011-07-01, 15:24:27.154832, 20.2800, +7.1594, 553.96, 119, 7.4, 0.696, 16:42, oTGF110701642a
tTGF110706387, 331636630.583934, 2011-07-06, 09:17:08.583934, 281.8710, +5.4030, 544.93, 119, 5.1, 0.167, 04:00, oTGF110706387a
tTGF110709173, 331877332.200438, 2011-07-09, 04:08:50.200438, 346.7464, +9.6454, 548.37, 117, 4.9, 0.132, 03:11, oTGF110709173
tTGF110709981, 331947163.547910, 2011-07-09, 23:32:41.547910, 121.4389, +25.6327, 540.09, 116, 7.0, 0.315, 07:33, oTGF110709981
tTGF110714279, 332318522.796000, 2011-07-14, 06:42:00.796000, 281.0494, +14.6026, 555.01, 119, 5.6, 0.056, 01:20, oTGF110714279
tTGF110719400, 332760990.547400, 2011-07-19, 09:36:28.547400, 296.5497, +19.7264, 550.36, 116, 6.3, 0.220, 05:16, oTGF110719400
tTGF110724020, 333160111.610508, 2011-07-24, 00:28:29.610508, 281.9473, +7.4818, 547.18, 116, 8.2, 0.798, 19:10, oTGF110724020
tTGF110801661, 333906747.658172, 2011-08-01, 15:52:25.658172, 121.3050, +12.3231, 552.35, 119, 5.1, 0.994, 23:51, oTGF110801661
tTGF110807091, 334375867.604852, 2011-08-07, 02:11:05.604852, 253.3580, +22.3238, 538.94, 119, 6.0, 0.791, 18:59, oTGF110807091
tTGF110814104, 334981762.220268, 2011-08-14, 02:29:20.220268, 115.1609, +17.9628, 552.91, 118, 5.9, 0.420, 10:05, oTGF110814104
tTGF110814918, 335052160.004632, 2011-08-14, 22:02:38.004632, 286.3212, +12.3767, 538.72, 119, 4.9, 0.711, 17:03, oTGF110814918
tTGF110818474, 335359364.835464, 2011-08-18, 11:22:42.835464, 285.3427, +9.1275, 556.51, 116, 7.6, 0.264, 06:20, oTGF110818474
tTGF110818631, 335372947.877512, 2011-08-18, 15:09:05.877512, 5.3782, +10.5431, 543.58, 1, 7.6, 0.644, 15:27, oTGF110818631
tTGF110819727, 335467610.548074, 2011-08-19, 17:26:48.548074, 152.3342, -6.1229, 552.55, 119, 6.9, 0.148, 03:33, oTGF110819727
