#OS_ID, MET, file, BGO_0_N, BGO_1_N, NAI_N, Date, UTC, Width_ms, P2, Lon, Lat, Alt, LST, TRIG_ID
oTGF100826543, 304520497.687249, glg_tte_b0_bn100826543_v00, 33, 28, 106, 2010-08-26, 13:01:35.68724, 0.283000, 5.66E-232, 98.2188, -10.4578, 555.16, 0.814, tTGF100826543
oTGF100827081, 304566998.115652, glg_tte_b0_100827075_v00, 12, 8, 37, 2010-08-27, 01:56:36.11565, 0.141000, 1.54E-68, 298.8721, +7.5236, 546.26, 0.910, NULL
oTGF100828213, 304664789.390217, glg_tte_b0_100828210_v00, 5, 4, 19, 2010-08-28, 05:06:27.39021, 0.070700, 3.41E-34, 267.1322, +17.3036, 544.11, 0.954, NULL
oTGF100828281, 304670700.827050, glg_tte_b0_100828280_v00, 17, 14, 107, 2010-08-28, 06:44:58.82705, 0.200000, 5.15E-189, 253.6133, +20.7489, 542.69, 0.985, NULL
oTGF100829001a, 304732871.865692, glg_tte_b0_100829000_v00, 5, 6, 21, 2010-08-29, 00:01:09.86569, 0.141000, 1.72E-31, 298.7519, +0.8907, 553.16, 0.830, NULL
oTGF100829001b, 304732882.528500, glg_tte_b0_100829000_v00, 8, 7, 36, 2010-08-29, 00:01:20.52850, 0.100000, 9.79E-66, 299.3108, +1.1805, 553.02, 0.832, NULL
oTGF100829001c, 304732908.304200, glg_tte_b0_100829000_v00, 14, 10, 38, 2010-08-29, 00:01:46.30420, 0.200000, 1.45E-66, 300.6627, +1.8807, 552.68, 0.836, NULL
oTGF100829230, 304752672.754700, glg_tte_b0_bn100829230_v00, 14, 27, 65, 2010-08-29, 05:31:10.75470, 0.400000, 2.14E-113, 20.6967, +5.6601, 541.91, 0.287, tTGF100829230
oTGF100829420, 304769114.579780, glg_tte_b0_100829416_v00, 9, 7, 12, 2010-08-29, 10:05:12.57977, 0.283000, 7.55E-21, 265.2246, +22.0226, 538.69, 0.156, NULL
oTGF100901124, 305002750.623323, glg_tte_b0_bn100901124_v00, 22, 15, 51, 2010-09-01, 02:59:08.62332, 0.141000, 9.89E-120, 268.1047, +17.1174, 551.71, 0.869, tTGF100901124
oTGF100901312, 305018980.077596, glg_tte_b0_bn100901312_v01, 22, 23, 67, 2010-09-01, 07:29:38.07759, 0.283000, 7.14E-140, 143.5870, -7.3308, 560.24, 0.711, tTGF100901312
oTGF100901411, 305027535.348654, glg_tte_b0_100901403_v00, 8, 9, 41, 2010-09-01, 09:52:13.34865, 0.141000, 1.54E-72, 285.1664, +8.2374, 538.52, 0.203, NULL
oTGF100901982, 305076820.032048, glg_tte_b0_100901978_v00, 11, 18, 34, 2010-09-01, 23:33:38.03204, 0.632000, 6.83E-41, 289.1185, +7.6175, 556.48, 0.785, NULL
oTGF100902188, 305094680.244200, glg_tte_b0_100902187_v00, 10, 8, 15, 2010-09-02, 04:31:18.24420, 0.400000, 4.20E-21, 254.5378, +22.0722, 551.11, 0.896, NULL
oTGF100903334, 305193618.658291, glg_tte_b0_100903323_v00, 5, 8, 16, 2010-09-03, 08:00:16.65829, 0.141000, 7.45E-31, 296.0249, +9.2358, 539.03, 0.156, NULL
oTGF100903902, 305242730.891505, glg_tte_b0_bn100903902_v00, 21, 18, 72, 2010-09-03, 21:38:48.89150, 0.141000, 7.28E-162, 291.0328, +2.0388, 558.77, 0.711, tTGF100903902
oTGF100904113, 305260985.184150, glg_tte_b0_100904108_v00, 4, 6, 12, 2010-09-04, 02:43:03.18415, 0.100000, 4.33E-22, 279.0699, +24.2902, 553.05, 0.889, NULL
oTGF100905058, 305342607.466300, glg_tte_b0_bn100905058_v00, 21, 15, 148, 2010-09-05, 01:23:25.46630, 0.200000, 8.22E-289, 24.9188, +7.8851, 540.49, 0.128, tTGF100905058
oTGF100905107, 305346872.594283, glg_tte_b0_bn100905109_v00, 11, 10, 62, 2010-09-05, 02:34:30.59428, 0.283000, 6.43E-82, 271.0052, +23.9313, 555.00, 0.861, NULL
oTGF100905109, 305347030.070462, glg_tte_b0_bn100905109_v00, 15, 18, 72, 2010-09-05, 02:37:08.07046, 0.141000, 5.33E-144, 281.1131, +25.1907, 553.73, 0.891, tTGF100905109
oTGF100905323, 305365496.236450, glg_tte_b0_100905314_v00, 7, 8, 32, 2010-09-05, 07:44:54.23645, 0.100000, 1.52E-62, 286.0760, +8.5255, 540.86, 0.118, NULL
oTGF100905825, 305408907.143750, glg_tte_b0_100905824_v00, 7, 11, 30, 2010-09-05, 19:48:25.14375, 0.200000, 5.40E-47, 306.9398, +3.5651, 558.13, 0.679, NULL
oTGF100906244, 305445047.753500, glg_tte_b0_100906238_v00, 13, 19, 49, 2010-09-06, 05:50:45.75350, 0.200000, 6.25E-95, 267.6470, +22.1767, 548.88, 0.988, NULL
oTGF100909235, 305703492.742225, glg_tte_b0_100909225_v00, 4, 6, 14, 2010-09-09, 05:38:10.74222, 0.100000, 4.43E-27, 288.9822, +7.8616, 547.31, 0.039, NULL
oTGF100909539, 305729787.159150, glg_tte_b0_bn100909539_v00, 17, 21, 166, 2010-09-09, 12:56:25.15915, 0.200000, 4.17E-287, 26.6987, +6.1530, 554.20, 0.615, tTGF100909539
oTGF100910227, 305789243.982700, glg_tte_b0_100910221_v00, 5, 4, 13, 2010-09-10, 05:27:21.98270, 0.100000, 9.00E-24, 273.8749, +12.2471, 550.91, 0.990, NULL
oTGF100910871, 305844833.584548, glg_tte_b0_100910865_v00, 14, 14, 61, 2010-09-10, 20:53:51.58454, 0.141000, 8.59E-121, 285.6384, +17.7003, 556.01, 0.666, NULL
oTGF100911007, 305856565.304663, glg_tte_b0_100911005_v00, 8, 15, 32, 2010-09-11, 00:09:23.30466, 0.141000, 1.15E-65, 253.3792, +22.4630, 557.66, 0.713, NULL
oTGF100911473, 305896841.175350, glg_tte_b0_bn100911473_v00, 29, 24, 158, 2010-09-11, 11:20:39.17535, 0.200000, 3.58E-311, 93.9171, +24.4932, 558.23, 0.736, tTGF100911473
oTGF100911476, 305897100.279729, glg_tte_b0_bn100911473_v00, 23, 24, 60, 2010-09-11, 11:24:58.27972, 0.283000, 3.75E-112, 110.7073, +25.6998, 558.86, 0.786, NULL
oTGF100912858, 306016534.860097, glg_tte_b0_100912856_v00, 6, 18, 67, 2010-09-12, 20:35:32.86009, 0.141000, 8.77E-126, 265.8186, +14.5095, 551.38, 0.599, NULL
oTGF100912859, 306016635.975813, glg_tte_b0_100912856_v00, 7, 6, 19, 2010-09-12, 20:37:13.97581, 0.050000, 3.71E-46, 271.5629, +16.7501, 552.46, 0.616, NULL
oTGF100912860, 306016669.117400, glg_tte_b0_100912856_v00, 4, 4, 20, 2010-09-12, 20:37:47.11740, 0.200000, 3.95E-22, 273.4751, +17.4448, 552.81, 0.622, NULL
oTGF100912943, 306023883.046025, glg_tte_b0_bn100912943_v00, 14, 16, 87, 2010-09-12, 22:38:01.04602, 0.100000, 2.88E-196, 341.8617, +17.2555, 556.98, 0.895, tTGF100912943
oTGF100913855, 306102690.792660, glg_tte_b0_100913851_v00, 13, 25, 51, 2010-09-13, 20:31:28.79266, 0.632000, 2.69E-66, 273.4765, +19.3641, 552.08, 0.618, NULL
oTGF100913927, 306108866.158764, glg_tte_b0_100913921_v00, 11, 12, 24, 2010-09-13, 22:14:24.15876, 0.632000, 1.44E-24, 276.9283, +25.1056, 556.33, 0.699, NULL
oTGF100914142, 306127439.896100, glg_tte_b0_100914132_v00, 15, 15, 35, 2010-09-14, 03:23:57.89610, 0.200000, 3.87E-78, 287.6968, +6.4576, 555.61, 0.944, NULL
oTGF100915846, 306274731.926172, glg_tte_b0_100915842_v00, 4, 9, 27, 2010-09-15, 20:18:49.92617, 0.283000, 2.88E-30, 273.7517, +22.5214, 550.51, 0.610, NULL
oTGF100916059, 306293135.249850, glg_tte_b0_100916052_v00, 4, 5, 19, 2010-09-16, 01:25:33.24985, 0.200000, 5.81E-23, 277.3670, +16.7735, 558.01, 0.833, NULL
oTGF100918051, 306465182.803400, glg_tte_b0_100918044_v00, 16, 7, 24, 2010-09-18, 01:13:00.80340, 0.400000, 1.00E-38, 277.1743, +12.2094, 557.62, 0.825, NULL
oTGF100918375, 306493191.735571, glg_tte_b0_bn100918375_v00, 24, 27, 110, 2010-09-18, 08:59:49.73557, 0.283000, 1.25E-194, 117.8974, +23.8974, 553.87, 0.706, tTGF100918375
oTGF100918973, 306544890.537400, glg_tte_b0_100918968_v00, 7, 4, 22, 2010-09-18, 23:21:28.53740, 0.050000, 3.40E-47, 267.5056, +22.0462, 553.89, 0.720, NULL
oTGF100919620, 306600776.978150, glg_tte_b0_100919614_v00, 8, 16, 43, 2010-09-19, 14:52:54.97815, 0.200000, 1.02E-75, 296.4969, +13.4640, 539.65, 0.448, NULL
oTGF100919973, 306631268.882660, glg_tte_b0_100919967_v00, 8, 11, 26, 2010-09-19, 23:21:06.88266, 0.283000, 1.04E-39, 288.3139, +13.0269, 555.71, 0.778, NULL
oTGF100920577, 306683492.451867, glg_tte_b0_bn100920577_v00, 17, 17, 119, 2010-09-20, 13:51:30.45186, 0.141000, 6.44E-249, 104.4103, -4.6482, 559.64, 0.872, tTGF100920577
oTGF100920971, 306717496.812000, glg_tte_b0_bn100920971_v00, 18, 13, 119, 2010-09-20, 23:18:14.81200, 0.200000, 8.95E-224, 298.9947, +5.2556, 556.85, 0.806, tTGF100920971
oTGF100921730, 306783112.373450, glg_tte_b0_bn100921730_v00, 19, 15, 95, 2010-09-21, 17:31:50.37345, 0.100000, 6.93E-222, 184.3433, -12.1026, 546.36, 0.247, tTGF100921730
oTGF100921822, 306791060.418175, glg_tte_b0_100921814_v00, 5, 5, 19, 2010-09-21, 19:44:18.41817, 0.100000, 1.39E-31, 290.0190, +23.9335, 547.26, 0.633, NULL
oTGF100921960, 306802921.977520, glg_tte_b0_100921955_v00, 17, 15, 41, 2010-09-21, 23:01:59.97752, 0.632000, 4.43E-52, 265.8904, +17.4116, 550.75, 0.703, NULL
oTGF100923429, 306929906.190000, glg_tte_b0_bn100923429_v00, 15, 20, 55, 2010-09-23, 10:18:24.19000, 0.200000, 6.16E-109, 141.3068, -7.2725, 558.71, 0.827, tTGF100923429
oTGF100923883, 306969062.541575, glg_tte_b0_100923875_v00, 10, 14, 50, 2010-09-23, 21:11:00.54157, 0.100000, 6.09E-108, 280.0572, +16.9894, 547.24, 0.666, NULL
oTGF100925319, 307093176.318200, glg_tte_b0_bn100925319_v00, 27, 25, 85, 2010-09-25, 07:39:34.31820, 0.200000, 3.10E-171, 346.9394, +7.5054, 542.41, 0.289, tTGF100925319
oTGF100925803, 307134969.518688, glg_tte_b0_100925799_v00, 10, 14, 34, 2010-09-25, 19:16:07.51868, 0.632000, 8.29E-35, 280.3883, +21.0424, 542.01, 0.588, NULL
oTGF100926583, 307202374.762075, glg_tte_b0_100926581_v00, 8, 9, 15, 2010-09-26, 13:59:32.76207, 0.100000, 8.66E-38, 263.6552, +16.3045, 541.27, 0.321, NULL
oTGF100927333, 307267191.529193, glg_tte_b0_bn100927333_v00, 14, 20, 153, 2010-09-27, 07:59:49.52919, 0.283000, 8.59E-258, 106.7809, +10.9898, 543.42, 0.636, tTGF100927333
oTGF100927599, 307290196.545808, glg_tte_b0_bn100927599_v00, 26, 26, 116, 2010-09-27, 14:23:14.54580, 0.141000, 1.58E-280, 14.2423, +8.6374, 544.01, 0.645, tTGF100927599
oTGF100928901, 307402640.315766, glg_tte_b0_bn100928901_v00, 18, 20, 118, 2010-09-28, 21:37:18.31576, 0.141000, 4.46E-252, 117.8155, +11.0123, 547.19, 0.235, tTGF100928901
oTGF100929431, 307448446.029600, glg_tte_b0_100929428_v00, 5, 6, 19, 2010-09-29, 10:20:44.02960, 0.200000, 3.51E-25, 281.6784, +10.5031, 548.65, 0.220, NULL
oTGF101002507, 307714200.541700, glg_tte_b0_bn101002507_v00, 15, 14, 40, 2010-10-02, 12:09:58.54170, 0.200000, 3.08E-82, 16.0538, +5.7148, 539.02, 0.559, tTGF101002507
oTGF101003700, 307817310.462100, glg_tte_b0_101003689_v00, 5, 13, 19, 2010-10-03, 16:48:28.46210, 0.400000, 1.31E-27, 297.2577, +5.6945, 538.69, 0.534, NULL
oTGF101003735, 307820296.532600, glg_tte_b0_bn101003735_v00, 22, 20, 180, 2010-10-03, 17:38:14.53260, 0.200000, 8.76E-370, 111.3638, -2.4652, 559.16, 0.052, tTGF101003735
oTGF101007324, 308130387.718575, glg_tte_b0_101007320_v00, 13, 4, 45, 2010-10-07, 07:46:25.71857, 0.100000, 6.23E-85, 276.2615, +17.0486, 557.80, 0.100, NULL
oTGF101007410, 308137789.119900, glg_tte_b0_bn101007410_v00, 22, 22, 83, 2010-10-07, 09:49:47.11990, 0.200000, 2.76E-180, 355.4351, +13.4501, 543.45, 0.405, tTGF101007410
oTGF101007536, 308148754.179700, glg_tte_b0_101007530_v00, 4, 4, 21, 2010-10-07, 12:52:32.17970, 0.200000, 9.26E-23, 277.6708, +22.8164, 549.13, 0.316, NULL
oTGF101008251, 308210511.880894, glg_tte_b0_101008246_v00, 14, 20, 74, 2010-10-08, 06:01:49.88089, 0.141000, 7.88E-157, 290.9147, +15.5178, 558.11, 0.068, NULL
oTGF101009134, 308286814.048325, glg_tte_b0_bn101009134_v00, 12, 16, 68, 2010-10-09, 03:13:32.04832, 0.100000, 2.56E-151, 86.5513, +11.2460, 545.67, 0.384, tTGF101009134
oTGF101009389, 308308794.021781, glg_tte_b0_101009384_v00, 6, 5, 30, 2010-10-09, 09:19:52.02178, 0.141000, 9.12E-43, 292.5771, +25.6097, 556.06, 0.210, NULL
oTGF101010170, 308376328.532500, glg_tte_b0_101010167_v00, 21, 18, 57, 2010-10-10, 04:05:26.53250, 0.200000, 1.56E-122, 287.3678, +8.1929, 555.75, 0.978, NULL
oTGF101012231, 308554353.846790, glg_tte_b0_bn101012231_v00, 19, 18, 165, 2010-10-12, 05:32:31.84679, 0.283000, 2.73E-279, 276.7888, +18.6392, 556.31, 0.009, tTGF101012231
oTGF101012443, 308572697.739048, glg_tte_b0_101012436_v00, 6, 10, 50, 2010-10-12, 10:38:15.73904, 0.141000, 3.43E-81, 277.0131, +21.9986, 556.63, 0.222, NULL
oTGF101013157, 308634345.741150, glg_tte_b0_101013152_v00, 6, 5, 21, 2010-10-13, 03:45:43.74115, 0.200000, 1.40E-27, 283.8419, +14.3142, 553.22, 0.955, NULL
oTGF101014506, 308750928.217450, glg_tte_b0_101014499_v00, 5, 4, 25, 2010-10-14, 12:08:46.21745, 0.200000, 1.83E-31, 278.7304, +7.9313, 554.36, 0.290, NULL
oTGF101018065, 309058384.131226, glg_tte_b0_101018059_v00, 9, 4, 39, 2010-10-18, 01:33:02.13122, 0.070700, 9.26E-76, 288.3677, +17.6190, 545.59, 0.876, NULL
oTGF101019129, 309150350.121300, glg_tte_b0_101019128_v00, 6, 8, 19, 2010-10-19, 03:05:48.12130, 0.100000, 2.09E-37, 277.3038, +22.9309, 547.15, 0.910, NULL
oTGF101021973, 309396032.997396, glg_tte_b0_101021970_v00, 11, 8, 43, 2010-10-21, 23:20:30.99739, 0.141000, 1.33E-76, 272.1794, +10.3471, 538.54, 0.739, NULL
oTGF101022830a, 309470113.792450, glg_tte_b0_bn101022830_v00, 21, 27, 67, 2010-10-22, 19:55:11.79245, 0.200000, 9.48E-153, 294.6748, +0.0754, 540.18, 0.659, tTGF101022830
oTGF101022830b, 309470146.893195, glg_tte_b0_bn101022830_v00, 8, 6, 46, 2010-10-22, 19:55:44.89319, 0.070700, 6.05E-91, 296.4166, +0.9791, 539.92, 0.665, NULL
oTGF101024821, 309642136.939826, glg_tte_b0_101024817_v00, 9, 10, 57, 2010-10-24, 19:42:14.93982, 0.283000, 1.12E-77, 292.6111, +4.8964, 540.68, 0.645, NULL
oTGF101025782, 309725209.129736, glg_tte_b0_bn101025783_v00, 10, 4, 18, 2010-10-25, 18:46:47.12973, 0.141000, 6.50E-34, 120.1221, -5.4073, 556.58, 0.127, NULL
oTGF101025783, 309725221.084100, glg_tte_b0_bn101025783_v00, 18, 12, 49, 2010-10-25, 18:46:59.08410, 0.200000, 2.40E-95, 120.7542, -5.7254, 556.74, 0.129, tTGF101025783
oTGF101026710, 309805365.568509, glg_tte_b0_bn101026710_v00, 20, 20, 149, 2010-10-26, 17:02:43.56850, 0.141000, 6.91E-317, 136.8202, -4.4083, 554.59, 0.101, tTGF101026710
oTGF101026712, 309805548.588750, glg_tte_b0_bn101026710_v00, 14, 17, 39, 2010-10-26, 17:05:46.58875, 1.000000, 1.01E-33, 146.5556, -9.2193, 557.20, 0.131, NULL
oTGF101027875, 309906044.201833, glg_tte_b0_101027872_v00, 16, 24, 69, 2010-10-27, 21:00:42.20183, 0.283000, 1.13E-124, 273.5403, +15.2117, 541.39, 0.647, NULL
oTGF101030861, 310164006.740900, glg_tte_b0_101030858_v00, 4, 7, 18, 2010-10-30, 20:40:04.74090, 0.100000, 1.20E-31, 267.7418, +19.2628, 544.68, 0.616, NULL
oTGF101102070, 310354892.641400, glg_tte_b0_101102059_v00, 10, 11, 26, 2010-11-02, 01:41:30.64140, 0.400000, 2.64E-37, 296.5143, +5.7784, 539.37, 0.906, NULL
oTGF101114700, 311446064.023297, glg_tte_b0_bn101114700_v00, 19, 20, 103, 2010-11-14, 16:47:42.02329, 0.141000, 1.51E-231, 150.1203, -6.8606, 544.79, 0.128, tTGF101114700
oTGF101115407a, 311507201.220962, glg_tte_b0_101115405_v00, 6, 8, 35, 2010-11-15, 09:46:39.22096, 0.283000, 9.51E-42, 127.6072, -18.2993, 549.73, 0.773, NULL
oTGF101115407b, 311507206.935921, glg_tte_b0_101115405_v00, 11, 9, 41, 2010-11-15, 09:46:44.93592, 0.141000, 7.22E-75, 127.9420, -18.4127, 549.71, 0.774, NULL
oTGF101115408, 311507242.227232, glg_tte_b0_101115405_v00, 22, 22, 138, 2010-11-15, 09:47:20.22723, 0.283000, 3.42E-246, 130.0202, -19.0979, 549.58, 0.780, NULL
oTGF101115693, 311531889.987300, glg_tte_b0_101115688_v00, 15, 20, 78, 2010-11-15, 16:38:07.98730, 0.200000, 1.23E-157, 139.2686, -9.3807, 543.16, 0.091, NULL
oTGF101115695, 311532018.913825, glg_tte_b0_bn101115695_v00, 14, 12, 66, 2010-11-15, 16:40:16.91382, 0.100000, 3.75E-148, 146.1730, -5.9927, 543.34, 0.111, tTGF101115695
oTGF101118249, 311752738.797810, glg_tte_b0_bn101118249_v00, 17, 22, 105, 2010-11-18, 05:58:56.79781, 0.141000, 1.88E-227, 117.3707, +0.9599, 557.35, 0.586, tTGF101118249
oTGF101120006, 311904536.002247, glg_tte_b0_101120005_v00, 23, 26, 87, 2010-11-20, 00:08:54.00224, 0.283000, 7.93E-140, 11.4309, -0.9062, 539.42, 0.048, NULL
oTGF101121572, 312039847.040975, glg_tte_b0_101121572_v00, 5, 9, 20, 2010-11-21, 13:44:05.04097, 0.100000, 7.77E-41, 16.4225, -16.8923, 561.00, 0.628, NULL
oTGF101123225, 312182637.847618, glg_tte_b0_bn101123225_v00, 14, 26, 107, 2010-11-23, 05:23:55.84761, 0.141000, 6.47E-238, 104.3661, -6.9565, 559.89, 0.524, tTGF101123225
oTGF101123226, 312182770.865656, glg_tte_b0_bn101123225_v00, 7, 16, 25, 2010-11-23, 05:26:08.86565, 0.632000, 1.41E-29, 111.4902, -10.3916, 560.79, 0.546, NULL
oTGF101124661, 312306690.239500, glg_tte_b0_bn101124661_v00, 21, 27, 70, 2010-11-24, 15:51:28.23950, 1.400000, 2.87E-69, 172.5865, +24.4946, 539.99, 0.149, tTGF101124661
oTGF101125415, 312371858.672200, glg_tte_b0_101125408_v00, 4, 7, 19, 2010-11-25, 09:57:36.67220, 0.100000, 4.02E-35, 30.3458, -11.9197, 560.61, 0.508, NULL
oTGF101125908, 312414474.794000, glg_tte_b0_101125906_v00, 21, 11, 46, 2010-11-25, 21:47:52.79400, 1.000000, 6.45E-26, 8.7941, +2.7817, 542.22, 0.942, NULL
oTGF101125909, 312414504.698250, glg_tte_b0_101125906_v00, 21, 12, 51, 2010-11-25, 21:48:22.69825, 1.000000, 2.51E-30, 10.3704, +3.5951, 541.89, 0.946, NULL
oTGF101126904, 312500503.620550, glg_tte_b0_101126902_v00, 13, 11, 24, 2010-11-26, 21:41:41.62055, 0.200000, 2.06E-38, 8.7706, +5.6779, 542.58, 0.937, NULL
oTGF101127425a, 312545530.559333, glg_tte_b0_101127422_v00, 7, 9, 25, 2010-11-27, 10:12:08.55933, 0.283000, 1.05E-34, 131.0359, -15.1573, 555.73, 0.798, NULL
oTGF101127425b, 312545548.400975, glg_tte_b0_101127422_v00, 8, 9, 71, 2010-11-27, 10:12:26.40097, 0.100000, 2.54E-136, 132.0409, -14.7526, 555.43, 0.801, NULL
oTGF101127992, 312594497.873245, glg_tte_b0_bn101127992_v00, 13, 12, 39, 2010-11-27, 23:48:15.87324, 0.141000, 1.13E-77, 119.5072, +8.1646, 546.61, 0.332, tTGF101127992
oTGF101128617, 312648479.000196, glg_tte_b0_bn101128617_v00, 20, 24, 73, 2010-11-28, 14:47:57.00019, 0.283000, 1.91E-121, 43.2040, -18.4652, 560.35, 0.745, tTGF101128617
oTGF101128683, 312654243.278050, glg_tte_b0_101128682_v00, 12, 12, 42, 2010-11-28, 16:24:01.27805, 0.200000, 8.59E-57, 20.9331, -17.7403, 559.92, 0.750, NULL
oTGF101129417, 312717666.725195, glg_tte_b0_101129413_v00, 10, 12, 65, 2010-11-29, 10:01:04.72519, 0.141000, 3.12E-123, 135.7731, -7.9414, 554.49, 0.803, NULL
oTGF101201339, 312883657.980600, glg_tte_b0_101201333_v00, 9, 9, 25, 2010-12-01, 08:07:35.98060, 0.400000, 5.55E-32, 142.1814, -11.0550, 559.17, 0.741, NULL
oTGF101201669, 312912187.750550, glg_tte_b0_101201668_v00, 12, 12, 31, 2010-12-01, 16:03:05.75055, 0.200000, 1.12E-41, 14.2088, -13.7231, 560.91, 0.716, NULL
oTGF101205250, 313221578.135300, glg_tte_b0_bn101205250_v00, 14, 21, 50, 2010-12-05, 05:59:36.13530, 0.400000, 6.98E-84, 141.9509, -11.8703, 561.08, 0.651, tTGF101205250
oTGF101206245, 313307541.978102, glg_tte_b0_101206240_v00, 5, 4, 22, 2010-12-06, 05:52:19.97810, 0.283000, 1.90E-23, 138.6270, -10.7929, 560.38, 0.636, NULL
oTGF101206347, 313316378.005700, glg_tte_b0_bn101206347_v01, 20, 12, 62, 2010-12-06, 08:19:36.00570, 0.200000, 6.23E-124, 295.1557, +4.4079, 538.66, 0.173, tTGF101206347
oTGF101208234, 313479421.784444, glg_tte_b0_bn101208234_v00, 50, 46, 177, 2010-12-08, 05:36:59.78444, 0.632000, 1.07E-341, 129.3561, -9.8004, 558.37, 0.599, tTGF101208234
oTGF101210864, 313706692.513096, glg_tte_b0_101210864_v00, 8, 8, 30, 2010-12-10, 20:44:50.51309, 0.141000, 4.27E-52, 120.7657, -16.3524, 542.78, 0.205, NULL
oTGF101213283, 313915633.030600, glg_tte_b0_bn101213283_v00, 28, 33, 106, 2010-12-13, 06:47:11.03060, 0.200000, 1.19E-252, 123.4369, +13.3607, 555.11, 0.630, tTGF101213283
oTGF101215964, 314147300.033200, glg_tte_b0_101215960_v00, 14, 4, 44, 2010-12-15, 23:08:18.03320, 0.200000, 2.14E-72, 18.6883, -5.2144, 550.48, 0.019, NULL
oTGF101217050, 314241125.102680, glg_tte_b0_bn101217050_v00, 21, 18, 105, 2010-12-17, 01:12:03.10268, 0.141000, 5.30E-234, 119.9609, -12.8726, 543.22, 0.386, tTGF101217050
oTGF101219539, 314456168.370150, glg_tte_b0_bn101219539_v00, 20, 20, 70, 2010-12-19, 12:56:06.37015, 0.200000, 2.84E-143, 118.8477, +6.7425, 557.52, 0.871, tTGF101219539
oTGF101220610, 314548736.736500, glg_tte_b0_101220607_v00, 14, 12, 35, 2010-12-20, 14:38:54.73650, 1.400000, 2.35E-21, 138.2089, -16.8581, 557.12, 0.996, NULL
oTGF101224783, 314909272.100675, glg_tte_b0_101224777_v00, 9, 11, 47, 2010-12-24, 18:47:50.10067, 0.100000, 2.18E-97, 24.1260, -9.1469, 560.48, 0.850, NULL
oTGF101226778, 315081646.389016, glg_tte_b0_bn101226778_v00, 23, 18, 67, 2010-12-26, 18:40:44.38901, 0.141000, 3.23E-158, 43.0903, -20.8141, 563.95, 0.898, tTGF101226778
oTGF101228502, 315230550.841482, glg_tte_b0_101228500_v00, 12, 10, 48, 2010-12-28, 12:02:28.84148, 0.632000, 4.12E-45, 127.8500, -20.4347, 563.25, 0.856, NULL
oTGF101229688, 315333022.555350, glg_tte_b0_101229684_v00, 7, 5, 22, 2010-12-29, 16:30:20.55535, 0.100000, 2.97E-41, 13.6304, -6.0056, 553.44, 0.724, NULL
oTGF101230452, 315399040.140593, glg_tte_b0_bn101230452_v00, 16, 16, 86, 2010-12-30, 10:50:38.14059, 0.070700, 1.71E-209, 280.6809, +9.6386, 544.66, 0.230, tTGF101230452
oTGF101230684, 315419107.695332, glg_tte_b0_bn101230684_v00, 34, 42, 130, 2010-12-30, 16:25:05.69533, 0.632000, 3.80E-228, 16.7844, -10.2991, 554.27, 0.729, tTGF101230684
oTGF101231349, 315476574.618525, glg_tte_b0_101231346_v00, 5, 5, 24, 2010-12-31, 08:22:52.61852, 0.100000, 8.36E-39, 143.3077, -14.8054, 555.93, 0.745, NULL
oTGF101231632, 315501008.007084, glg_tte_b0_bn101231632_v00, 45, 22, 118, 2010-12-31, 15:10:06.00708, 0.632000, 2.29E-195, 140.3363, -19.0367, 562.35, 0.020, tTGF101231632
oTGF101231633, 315501079.144125, glg_tte_b0_bn101231632_v00, 5, 8, 14, 2010-12-31, 15:11:17.14412, 0.100000, 1.98E-31, 144.4894, -17.6333, 561.54, 0.032, NULL
oTGF101231634, 315501181.369804, glg_tte_b0_bn101231632_v00, 5, 9, 18, 2010-12-31, 15:12:59.36980, 0.141000, 1.90E-34, 150.3364, -15.4459, 560.25, 0.050, NULL
oTGF110101344, 315562532.240292, glg_tte_b0_bn110101344_v00, 12, 29, 60, 2011-01-01, 08:15:30.24029, 0.632000, 9.87E-81, 139.7484, -15.6546, 554.72, 0.730, tTGF110101344
oTGF110101535, 315579033.352215, glg_tte_b0_110101531_v00, 15, 14, 49, 2011-01-01, 12:50:31.35221, 0.141000, 7.55E-108, 29.8764, +1.9715, 543.68, 0.616, NULL
oTGF110102340, 315648557.777825, glg_tte_b0_110102336_v00, 13, 13, 43, 2011-01-02, 08:09:15.77782, 0.100000, 8.31E-97, 140.1262, -17.8988, 554.61, 0.726, NULL
